IL NAME,CATION NAME,ANION NAME,Cation_SMILES,Anion_SMILES,Temperature (0 C),Pressure (bar),CO2 capacity (mol CO2/mol IL)
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,5.641,0.13507378
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,6.54,0.161440186
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,7.954,0.196172249
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,9.541,0.236093943
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,1.027,0.02145046
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,2.567,0.052631579
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,4.684,0.094091904
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,5.974,0.122334456
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,6.935,0.145475372
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,8.433,0.177856302
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,10.11,0.215066829
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,1.075,0.019367992
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,2.693,0.048218029
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,4.918,0.086956522
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,6.275,0.113585746
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,7.3,0.133786848
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,8.881,0.164144354
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,10.64,0.199040767
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,1.125,0.018329939
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,2.819,0.044932079
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,5.149,0.081081081
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,6.568,0.10619469
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,7.642,0.124859393
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,9.304,0.152073733
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,11.143,0.187648456
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,70,1.171,0.017293998
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,70,2.933,0.042752868
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,70,5.356,0.077586207
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,70,6.837,0.101321586
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,70,7.968,0.118568233
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,70,9.688,0.145475372
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,80,1.217,0.016260163
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,80,3.05,0.040582726
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,80,5.567,0.074113856
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,80,7.109,0.096491228
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,80,8.287,0.113585746
[HEMIM][NTf₂],1-(2-hydroxyethyl)-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,C[N+]1=CN(C=C1)CCO,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,80,10.075,0.138952164
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,0.00826,0.000130017
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,0.0427,0.001803246
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,0.0706,0.000880775
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,0.109,0.004016064
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,0.203,0.008674602
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,0.504,0.020408163
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,0.999,0.041666667
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,2,0.086956522
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,2.5,0.103752759
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,4.02,0.170960187
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,5.5,0.237623762
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,6,0.262626263
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,7,0.305483029
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,8.52,0.373626374
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,9.98,0.44092219
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,11,0.488095238
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,11,0.490312966
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,12,0.53609831
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),25,13,0.582278481
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,0.0155,0.000230053
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,0.0525,0.001301692
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,0.0715,0.001101211
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,0.104,0.002908434
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,0.195,0.004116879
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,0.495,0.013171226
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,0.999,0.024590164
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,2.01,0.044932079
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,2.5,0.061571125
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,4,0.100110011
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,5.5,0.136363636
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,6.01,0.146788991
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,6.98,0.17370892
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,8.49,0.207729469
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,9.99,0.243781095
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,11,0.27064803
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,11,0.27388535
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,12,0.291989664
[HMIM][FAP],1-hexyl-3-methylimidazolium,tris(pentafluoroethyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F),59.98,13,0.321003963
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,0.00812,0.000280078
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,0.0291,0.001903617
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,0.0842,0.002908434
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,0.142,0.004722194
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,0.171,0.011122346
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,0.478,0.023541453
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,0.975,0.049317943
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,1.98,0.102535832
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,2.48,0.124859393
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,3.96,0.201923077
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,5.48,0.280409731
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,5.97,0.307189542
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,7.04,0.360544218
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,8.47,0.438848921
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,10,0.517450683
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,10.9,0.572327044
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,11,0.572327044
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,12,0.62601626
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),25,12.9,0.680672269
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,0.00881,0.00020004
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,0.0651,0.001401963
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,0.095,0
